uniqueid,drugname,condition,rating,date,usefulcount
116351,Adalimumab,Psoriatic Arthritis,9,2014-03-07,30
180709,Adderall XR,ADHD,10,2008-07-03,40
99227,Doxylamine,Insomnia,10,2016-07-06,28
4076,Seroquel XR,Depression,10,2011-06-02,111
89064,Singulair,Asthma,5,2010-10-13,46
120232,Abilify Discmelt,Depression,9,2011-05-27,3
179882,Adapalene / benzoyl peroxide,Acne,9,2015-04-05,9
45725,Fluoxetine,Panic Disorde,10,2012-02-24,13
173000,Clonazepam,Anxiety,5,2012-08-23,4
43604,Hydromorphone,Not Listed / Othe,10,2008-08-05,1
218370,Amoxicillin / clavulanate,Sinusitis,10,2013-10-20,80
192638,Drospirenone / ethinyl estradiol,Birth Control,7,2012-01-06,1
96365,Sertraline,Post Traumatic Stress Disorde,8,2010-03-09,49
15684,Ethinyl estradiol / norethindrone,Birth Control,2,2016-10-30,18
165187,Phentermine / topiramate,Obesity,10,2014-02-16,74
17010,Phillips' Milk of Magnesia,Constipation,10,2015-09-02,48
10767,Spironolactone,Acne,10,2008-06-19,31
231782,Trazodone,Anxiety,8,2013-09-10,89
145265,Etonogestrel,Birth Control,2,2015-09-29,7
207932,Suprep Bowel Prep Kit,Bowel Preparation,4,2014-11-23,10
185219,Harvoni,Hepatitis C,10,2015-08-13,35
78603,Daytrana,ADHD,9,2010-03-26,28
107682,Implanon,Birth Control,10,2010-05-26,7
34340,Bystolic,High Blood Pressure,9,2013-05-28,81
199645,Varenicline,Smoking Cessation,1,2017-08-23,10
177352,Duloxetine,Depression,1,2017-01-11,24
197577,Paroxetine,Depression,10,2008-03-13,113
179753,Adapalene / benzoyl peroxide,Acne,9,2016-02-03,10
21293,Sunitinib,Renal Cell Carcinoma,3,2016-07-26,7
77513,Cephalexin,Bacterial Infection,10,2017-04-14,12
196145,Fluvoxamine,Anxiety and Stress,1,2016-07-18,8
146658,Tamsulosin,Benign Prostatic Hyperplasia,8,2011-06-25,84
111145,Verapamil,Migraine Prevention,2,2009-02-14,36
129066,Levonorgestrel,Emergency Contraception,10,2015-11-11,8
96648,Neurontin,Pain,9,2010-08-07,51
201568,Zoloft,Depression,8,2014-04-18,213
72071,Tramadol,Anxiety,10,2015-04-08,117
162038,Camila,Birth Control,8,2017-08-10,3
46283,Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,10,2016-04-04,14
71809,Tramadol,Pain,10,2016-08-29,25
74163,Ethinyl estradiol / norethindrone,Endometriosis,1,2011-10-25,0
176714,Lorazepam,Insomnia,10,2008-12-30,141
103283,Celecoxib,Pain,9,2016-06-15,50
217212,Clarithromycin,Pertussis,6,2017-08-23,0
156624,Dulaglutide,"Diabetes, Type 2",8,2017-01-27,16
204925,Toradol,Pain,1,2017-02-20,8
58507,Jolivette,Birth Control,10,2015-11-10,16
212526,Lysine,Herpes Simplex,10,2016-01-08,10
194588,Lac-Hydrin,Dry Skin,10,2015-12-27,11
119399,Testosterone,"Hypogonadism, Male",1,2013-12-10,29
166282,Levonorgestrel,Birth Control,10,2016-12-03,5
103777,Ethinyl estradiol / levonorgestrel,Birth Control,10,2015-04-19,6
229359,Lurasidone,Bipolar Disorde,9,2017-05-03,23
79785,Xarelto,Pulmonary Embolism,10,2016-05-31,17
226638,Etonogestrel,Birth Control,9,2015-05-02,0
106203,Oxymetazoline,Nasal Congestion,10,2017-09-26,3
145438,Zithromax,Tonsillitis/Pharyngitis,3,2009-06-27,36
206005,Pristiq,Anxiety,10,2009-03-07,55
53767,Sine-Off Maximum Strength,Sinus Symptoms,10,2012-01-28,1
169301,Acetazolamide,Glaucoma,6,2011-03-22,30
97793,Nexplanon,Birth Control,10,2015-11-07,2
106857,Implanon,Birth Control,9,2015-02-15,27
155938,Cialis,Erectile Dysfunction,10,2014-09-29,99
203275,Blisovi 24 Fe,Birth Control,1,2016-12-02,12
28074,Lexapro,Anxiety,9,2015-12-16,33
221177,Drysol,Hyperhidrosis,9,2013-10-20,3
211567,Tanzeum,"Diabetes, Type 2",10,2017-08-18,0
111709,Cipro,Urinary Tract Infection,3,2009-09-07,37
167609,Levonorgestrel,Birth Control,6,2016-02-03,1
78367,Lyza,Birth Control,5,2015-08-18,6
189286,Oxycodone,Pain,9,2015-11-18,46
102475,Aripiprazole,Schizoaffective Disorde,1,2017-02-21,4
46259,Modafinil,Chronic Fatigue Syndrome,5,2017-04-04,5
85954,Ethinyl estradiol / norgestimate,Birth Control,9,2013-05-22,5
127903,Phentermine,Weight Loss,10,2016-11-02,3
59178,Estring,Atrophic Vaginitis,1,2016-06-16,6
5729,Claritin-D,Nasal Congestion,9,2016-04-26,14
220189,Amitriptyline,Pain,10,2015-05-08,54
225517,Bupropion,Depression,4,2014-07-31,23
216854,Lifitegrast,Dry Eye Disease,10,2017-08-12,11
120009,Losartan,High Blood Pressure,1,2011-02-13,146
103720,Kapidex,GERD,10,2009-06-08,13
44543,Ethinyl estradiol / norgestimate,Birth Control,9,2009-04-23,24
19330,Pregabalin,ibromyalgia,9,2015-12-27,9
166284,Levonorgestrel,Birth Control,8,2016-12-02,31
165541,Levonorgestrel,Birth Control,10,2017-05-13,2
187901,Etonogestrel,Birth Control,8,2017-11-27,0
95221,Guanfacine,ADHD,2,2012-01-24,39
169278,Diprivan,Anesthesia,10,2014-01-29,13
90706,Chateal,Birth Control,2,2016-05-15,3
68763,Medroxyprogesterone,Birth Control,10,2016-11-10,2
39920,Contrave,Obesity,1,2015-08-26,5
55879,Effexor,Depression,9,2011-09-03,24
158974,TriNessa,Birth Control,3,2016-08-06,15
132868,Loestrin 24 Fe,Birth Control,2,2017-01-12,0
68474,Medroxyprogesterone,Abnormal Uterine Bleeding,7,2017-10-31,0
147005,Alprazolam,Anxiety,10,2015-10-07,46
135415,Tamiflu,Influenza,3,2016-04-05,4
89911,Risperdal,Bipolar Disorde,3,2012-04-18,35
136794,Sodium hyaluronate,Osteoarthritis,6,2010-07-14,102
56586,Elavil,Depression,10,2014-11-04,82
118615,Milk of Magnesia,Constipation,9,2015-05-12,14
159515,Gabapentin enacarbil,Restless Legs Syndrome,1,2015-02-21,24
80541,Zovia,Birth Control,8,2016-04-08,1
202652,Hydroxychloroquine,Systemic Lupus Erythematosus,9,2014-10-05,102
38950,Contrave,Obesity,7,2017-08-30,32
178368,Duloxetine,Depression,10,2009-07-30,86
221744,Dexlansoprazole,GERD,9,2009-04-30,6
43633,LoSeasonique,Endometriosis,9,2011-12-01,4
140911,Escitalopram,Depression,1,2016-01-04,24
214694,Escitalopram,Anxiety,10,2017-09-27,10
175848,Levaquin,Bronchitis,10,2011-12-23,65
146792,Alprazolam,Anxiety,10,2017-05-08,36
26428,Sprintec,Birth Control,1,2014-07-20,11
18822,Solifenacin,Overactive Bladde,1,2016-11-07,23
38975,Contrave,Weight Loss,10,2017-11-23,1
44973,Fluoxetine,Anxiety and Stress,9,2017-02-16,57
190971,Clorazepate,Anxiety,10,2011-08-29,63
180971,Biaxin,Sinusitis,10,2008-06-27,74
15620,Ethinyl estradiol / norethindrone,Birth Control,10,2016-11-17,8
109405,Nexplanon,Birth Control,1,2017-01-16,5
5651,Oxytrol,Overactive Bladde,4,2014-06-08,50
10578,Mononessa,Birth Control,7,2017-04-13,11
141198,Escitalopram,Depression,6,2015-04-29,26
26272,Sprintec,Abnormal Uterine Bleeding,1,2016-10-12,2
128770,Phentermine,Weight Loss,10,2015-02-22,181
24319,Uloric,Gout,10,2015-03-06,30
184223,Hydroxyzine,Anxiety,9,2016-05-29,62
228149,Etonogestrel,Birth Control,3,2010-01-29,1
47091,Thyroid desiccated,Hashimoto's disease,1,2016-06-04,18
180349,Diclofenac,Pain,10,2013-10-06,24
223976,Epinephrine,"Asthma, acute",10,2011-01-02,12
177547,Duloxetine,Generalized Anxiety Disorde,6,2015-12-09,6
116678,Lamictal,Bipolar Disorde,10,2017-05-08,20
41917,Clonidine,High Blood Pressure,5,2010-03-21,65
170481,Quetiapine,Bipolar Disorde,8,2015-07-24,28
145508,Zithromax,Sinusitis,10,2008-04-10,64
207646,Suprep Bowel Prep Kit,Bowel Preparation,8,2016-06-09,13
23639,Chlorzoxazone,Muscle Spasm,1,2016-02-15,43
14199,Myrbetriq,Urinary Incontinence,2,2016-04-17,22
46321,Modafinil,Narcolepsy,8,2015-05-05,37
79166,Plan B One-Step,Emergency Contraception,1,2016-08-12,14
54007,Minoxidil,Alopecia,2,2013-12-11,115
221627,Ziana,Acne,6,2011-07-31,4
83030,Paxil,Generalized Anxiety Disorde,10,2014-06-11,117
136766,Sodium hyaluronate,Osteoarthritis,8,2015-01-20,40
140480,Escitalopram,Generalized Anxiety Disorde,10,2017-05-08,15
142418,Levonorgestrel,Birth Control,10,2017-09-28,3
147590,Aviane,Birth Control,3,2010-09-20,4
168859,Vilazodone,Depression,10,2013-07-09,28
30520,Miconazole,Vaginal Yeast Infection,5,2017-12-10,0
62698,Citalopram,Depression,10,2009-07-23,106
130911,Levonorgestrel,Birth Control,3,2011-04-05,0
70343,Zofran,Nausea/Vomiting,10,2011-11-22,9
88573,Adderall,ADHD,10,2009-04-07,104
39500,Contrave,Weight Loss,10,2016-07-08,31
41877,Clonidine,Opiate Withdrawal,8,2016-07-28,35
68354,Plan B,Emergency Contraception,10,2011-10-01,23
150689,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,8,2015-05-24,17
206796,Duac,Acne,6,2016-01-10,15
173247,Clonazepam,Anxiety,10,2009-08-29,28
227302,Etonogestrel,Birth Control,6,2013-09-21,5
154163,Percodan,4</span> users found this comment helpful.,8,2008-12-23,4
24557,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,3,2015-05-25,3
133765,Bactrim DS,Urinary Tract Infection,10,2011-08-05,121
25943,Lamisil,"Onychomycosis, Toenail",10,2015-08-05,50
128943,Levonorgestrel,Emergency Contraception,5,2015-12-08,2
58277,Ciprofloxacin / dexamethasone,Otitis Media,10,2009-02-17,28
211626,Lamotrigine,Bipolar Disorde,9,2017-09-13,0
189864,Jardiance,"Diabetes, Type 2",10,2016-10-19,42
124195,Skyla,Birth Control,9,2016-03-29,5
50518,Gabapentin,Anxiety,8,2012-02-09,148
1989,Polyethylene glycol 3350,Constipation,3,2009-10-20,43
35127,Levofloxacin,Sinusitis,1,2016-05-12,25
62126,Citalopram,Depression,1,2014-07-26,12
102427,Aripiprazole,Depression,1,2016-07-18,23
176835,Adalimumab,Rheumatoid Arthritis,6,2017-03-31,14
51506,Azithromycin,Bronchitis,1,2009-02-02,9
187527,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,2016-06-16,12
173506,Clonazepam,Anxiety,9,2009-01-10,52
124925,Allopurinol,Gout,10,2016-12-02,22
149344,Mirena,Birth Control,10,2014-12-02,21
152033,Chantix,Smoking Cessation,7,2010-07-13,7
193261,Cyclobenzaprine,Muscle Spasm,1,2016-10-15,5
155698,Metronidazole,Bacterial Vaginitis,8,2009-12-09,18
190712,Oxybutynin,Overactive Bladde,2,2013-10-30,58
21894,Guaifenesin / pseudoephedrine,Not Listed / Othe,9,2008-03-05,1
120658,Dicyclomine,Irritable Bowel Syndrome,1,2015-06-26,75
182320,Mirena,Birth Control,2,2010-11-15,11
210535,Norpramin,Depression,10,2016-11-15,11
141427,Escitalopram,Generalized Anxiety Disorde,10,2014-01-26,141
49293,Ethinyl estradiol / levonorgestrel,Birth Control,1,2016-04-04,6
136846,Sodium hyaluronate,Osteoarthritis,8,2012-09-29,81
75062,Nitrofurantoin,Bladder Infection,9,2009-08-05,9
195779,Valtrex,"Herpes Simplex, Suppression",10,2009-09-14,42
186637,Lisdexamfetamine,ADHD,8,2008-09-15,37
135487,Tamiflu,Influenza,3,2014-01-03,24
32224,Wellbutrin XL,Depression,7,2010-04-03,8
136695,Sodium hyaluronate,Osteoarthritis,10,2016-08-18,31
144745,Etonogestrel,Birth Control,1,2016-02-02,0
82526,Hysingla ER,Pain,1,2015-12-14,59
200729,Varenicline,Smoking Cessation,10,2009-08-25,20
5712,Cevimeline,Sjogren's Syndrome,1,2014-07-29,9
215159,Lubiprostone,"Constipation, Chronic",2,2016-07-11,18
176305,Lorazepam,Anxiety,10,2016-02-25,62
178041,Duloxetine,Bipolar Disorde,5,2011-11-14,24
11316,Mycophenolate mofetil,Myasthenia Gravis,5,2009-03-21,23
187560,Naprosyn,Pain,6,2012-11-01,12
46645,Gardasil,Human Papillomavirus Prophylaxis,10,2015-10-08,7
169103,Vilazodone,Depression,10,2012-08-15,16
226878,Etonogestrel,Birth Control,7,2014-12-16,5
72489,Tramadol,Pain,6,2011-05-26,5
190428,Ortho Tri-Cyclen Lo,Abnormal Uterine Bleeding,9,2011-04-18,9
84988,Ethinyl estradiol / norgestimate,Birth Control,4,2016-01-28,4
4746,Belviq,Obesity,10,2015-03-24,27
132535,Doxepin,Insomnia,9,2016-04-17,25
157618,Pyrantel,Pinworm Infection (Enterobius vermicularis),7,2013-11-21,10
209119,Mucinex D Maximum Strength,Cough and Nasal Congestion,8,2017-02-01,0
72569,Tramadol,Pain,5,2010-01-21,63
193716,Fioricet with Codeine,Headache,10,2015-08-27,15
191613,Lisdexamfetamine,ADHD,9,2013-01-31,80
131094,Levonorgestrel,Birth Control,2,2009-08-15,13
216535,Sildenafil,"Sexual Dysfunction, SSRI Induced",9,2014-09-01,78
183391,Cymbalta,Depression,10,2011-12-18,17
227659,Etonogestrel,Birth Control,9,2012-03-26,0
206082,Interferon beta-1a,Multiple Sclerosis,8,2008-09-05,25
22208,Baclofen,Muscle Spasm,1,2015-10-20,48
186882,Banzel,Lennox-Gastaut Syndrome,10,2012-02-10,16
26170,Sprintec,Birth Control,7,2017-01-08,4
61056,Tri-Lo-Estarylla,Birth Control,2,2016-04-04,2
197247,Paroxetine,Depression,7,2013-07-23,20
163801,Mirtazapine,Depression,9,2011-08-09,12
227446,Etonogestrel,Birth Control,8,2013-05-09,2
158847,Methylphenidate,ADHD,9,2009-04-13,40
25056,Hylan g-f 20,Osteoarthritis,10,2017-09-08,3
57018,Ranitidine,GERD,2,2009-09-01,11
163189,Dovonex,Psoriasis,9,2011-04-28,28
25475,Finasteride,Androgenetic Alopecia,8,2011-01-19,45
16766,Yaz,Premenstrual Dysphoric Disorde,10,2009-02-04,12
226153,Remicade,Rheumatoid Arthritis,10,2015-03-24,30
85856,Ethinyl estradiol / norgestimate,Birth Control,10,2013-07-29,21
99056,Lutera,Birth Control,6,2014-12-23,11
138683,Phentermine,Weight Loss,10,2011-12-04,5
178592,Victoza,"Diabetes, Type 2",8,2017-05-26,17
51304,Azithromycin,Chlamydia Infection,8,2015-05-07,2
227163,Etonogestrel,Birth Control,10,2014-04-02,6
156543,Dulaglutide,"Diabetes, Type 2",8,2017-10-24,3
76181,Travoprost,Intraocular Hypertension,10,2014-06-05,23
195244,Hydrocodone / ibuprofen,Pain,10,2009-04-14,28
202038,Benzoyl peroxide / clindamycin,Acne,10,2016-07-10,7
160238,Rivaroxaban,Deep Vein Thrombosis,5,2015-10-01,29
16844,Copaxone,Multiple Sclerosis,10,2013-11-14,135
122741,Linaclotide,Irritable Bowel Syndrome,9,2014-07-10,58
178424,Duloxetine,Depression,10,2008-10-28,71
164347,Diclofenac,Osteoarthritis,10,2016-06-25,26
195548,Aviane,Abnormal Uterine Bleeding,10,2012-03-01,6
155859,Metronidazole,Bacterial Vaginitis,4,2009-05-09,23
116792,Lamictal,Bipolar Disorde,9,2015-09-06,44
114558,Pimecrolimus,Atopic Dermatitis,10,2015-06-13,15
138794,Phentermine,Weight Loss,9,2011-02-12,18
132037,Effexor XR,Anxiety,9,2008-03-21,80
93837,Morphine,Pain,8,2008-07-09,12
165195,Phentermine / topiramate,Weight Loss,8,2013-12-07,121
207772,Suprep Bowel Prep Kit,Bowel Preparation,7,2015-11-15,9
123456,Cosopt,"Glaucoma, Open Angle",1,2017-10-11,1
198454,Exenatide,"Diabetes, Type 2",9,2012-07-17,35
196372,Eszopiclone,Insomnia,2,2016-08-11,33
217660,Strattera,ADHD,1,2016-05-23,11
132879,Loestrin 24 Fe,Abnormal Uterine Bleeding,4,2016-12-04,11
92692,Ondansetron,Nausea/Vomiting,10,2009-09-23,15
215773,Copper,Birth Control,10,2016-12-04,8
21148,Paliperidone,Schizophrenia,6,2016-11-09,18
3388,Nitrofurantoin,Urinary Tract Infection,1,2016-01-19,7
213366,Nuvigil,Hypersomnia,10,2010-09-13,16
138120,Ortho Evra,Birth Control,1,2013-02-13,10
36823,Chondroitin / glucosamine,Osteoarthritis,1,2015-12-19,7
35693,Buprenorphine / naloxone,Opiate Dependence,8,2016-12-02,34
55100,Bupropion / naltrexone,Obesity,10,2016-04-22,64
220103,Amitriptyline,Insomnia,8,2015-09-28,59
210322,Linzess,"Constipation, Chronic",1,2015-07-06,22
226611,Etonogestrel,Birth Control,10,2015-06-15,9
118973,Zoloft,Anxiety and Stress,10,2010-07-29,22
59031,Morphine,Chronic Pain,8,2016-09-24,6
73644,Ethinyl estradiol / norethindrone,,8,2013-03-22,8
223962,Levonorgestrel,Birth Control,7,2016-12-03,9
68868,Medroxyprogesterone,,10,2016-08-02,4
197162,Paroxetine,Anxiety,10,2014-09-03,4
142821,Levonorgestrel,Birth Control,3,2017-07-06,5
39153,Contrave,Obesity,8,2017-05-09,18
198291,Exenatide,"Diabetes, Type 2",10,2017-02-09,14
18780,Cyred,Birth Control,1,2017-09-02,2
53343,Edarbyclor,High Blood Pressure,7,2013-03-08,40
50859,Azithromycin,Chlamydia Infection,7,2017-06-23,4
112155,Gabapentin,Bipolar Disorde,10,2017-02-28,33
114351,Tacrolimus,Atopic Dermatitis,3,2017-01-19,0
153047,Doxycycline,Acne,5,2016-08-15,5
209463,Taltz,Plaque Psoriasis,10,2017-06-19,9
180294,Diclofenac,Pain,10,2016-07-12,47
36446,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,10,2014-05-20,64
153404,Doxycycline,Acne,8,2014-01-23,8
77453,Prolia,Osteoporosis,9,2015-06-12,121
154878,Metronidazole,Bacterial Vaginitis,10,2017-01-03,3
161306,Ortho Tri-Cyclen,Birth Control,10,2016-07-15,11
126413,Carvedilol,Heart Failure,10,2012-08-31,29
194063,Stribild,HIV Infection,9,2014-11-13,26
103632,Synthroid,"Hypothyroidism, After Thyroid Removal",5,2011-07-06,33
82582,Liraglutide,"Diabetes, Type 2",7,2011-05-10,9
42457,Concerta,ADHD,8,2016-10-27,25
119403,Testosterone,"Hypogonadism, Male",9,2013-11-26,9
55628,Effexor,Major Depressive Disorde,8,2017-06-21,3
41549,Clonidine,Perimenopausal Symptoms,1,2017-03-14,6
80131,Benzonatate,Cough,1,2016-12-08,5
141691,Escitalopram,ibromyalgia,9,2012-11-28,16
54971,Bupropion / naltrexone,Obesity,3,2016-10-05,19
136496,TobraDex,"Conjunctivitis, Bacterial",7,2008-06-17,51
103267,Celecoxib,Osteoarthritis,1,2016-11-26,24
4446,Belviq,Weight Loss,10,2017-01-14,66
212190,Lamotrigine,Bipolar Disorde,10,2012-10-08,57
128554,Phentermine,Obesity,9,2015-07-03,24
81975,Liraglutide,Weight Loss,10,2016-08-08,13
229275,Eyebright,Nasal Congestion,10,2013-05-04,7
170896,Quetiapine,Bipolar Disorde,10,2011-08-31,19
143542,Etonogestrel,Birth Control,2,2017-01-09,9
125623,Flagyl,Bacterial Infection,9,2016-02-13,28
216425,Sildenafil,Erectile Dysfunction,8,2015-12-30,34
27611,Ivermectin,Head Lice,10,2015-11-25,13
57050,MiraLax,Constipation,10,2017-03-20,58
124913,Allopurinol,Gout,10,2017-06-30,12
167256,Levonorgestrel,Emergency Contraception,10,2016-05-11,1
3442,Nitrofurantoin,Urinary Tract Infection,9,2015-06-04,20
50283,Gabapentin,Pain,8,2014-05-18,127
29919,Klonopin,Panic Disorde,10,2017-09-26,13
139160,Phentermine,Weight Loss,8,2009-04-02,49
190883,Tessalon Perles,Cough,4,2017-01-05,16
193066,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,9,2008-12-30,0
109787,Nexplanon,Birth Control,6,2016-07-07,3
146225,Suboxone,Opiate Dependence,10,2010-08-30,13
13740,Amphetamine / dextroamphetamine,ADHD,9,2008-04-21,141
77982,Retin-A,Acne,6,2015-04-24,25
16105,Ethinyl estradiol / norethindrone,Birth Control,10,2016-05-16,13
54155,Naloxegol,Opioid-Induced Constipation,3,2017-10-19,1
210753,Mirtazapine,Major Depressive Disorde,10,2016-10-21,40
128377,Phentermine,Weight Loss,1,2015-11-03,7
84581,Ethinyl estradiol / norgestimate,Birth Control,10,2016-08-23,1
229014,Tadalafil,Erectile Dysfunction,10,2015-03-06,45
143180,Etonogestrel,Birth Control,10,2017-04-13,5
141086,Escitalopram,Depression,10,2015-10-21,53
229922,Flurazepam,Insomnia,9,2009-05-13,17
55974,Effexor,Depression,10,2009-01-02,125
82028,Liraglutide,Weight Loss,9,2016-06-12,3
47333,Flonase,Allergic Rhinitis,3,2016-10-08,11
131154,Levonorgestrel,Birth Control,10,2008-10-14,18
160973,Risperidone,Depression,10,2016-05-19,13
44920,Fluoxetine,Obsessive Compulsive Disorde,8,2017-10-30,1
9306,Lo Loestrin Fe,Birth Control,1,2016-12-29,2
61040,Minivelle,Postmenopausal Symptoms,9,2015-10-25,29
221759,Dexlansoprazole,GERD,10,2017-04-29,24
12396,Parnate,Depression,10,2017-06-25,9
118901,Zoloft,Post Traumatic Stress Disorde,8,2011-10-09,46
164877,Phentermine / topiramate,Weight Loss,1,2016-07-10,14
143140,Etonogestrel,Birth Control,2,2017-06-19,1
139714,Etodolac,Osteoarthritis,9,2015-08-22,22
204640,BuSpar,Anxiety,6,2012-01-15,18
97763,Cyclafem 1 / 35,Birth Control,3,2017-07-02,1
54697,Bupropion / naltrexone,Weight Loss,9,2017-04-14,14
133472,Tri-Sprintec,Birth Control,1,2009-08-24,26
190924,Clorazepate,Anxiety,10,2008-04-29,77
121714,Venlafaxine,Depression,10,2014-08-02,108
156160,Cialis,Erectile Dysfunction,10,2012-06-23,40
167974,Sacubitril / valsartan,Heart Failure,8,2017-08-19,9
102953,Aripiprazole,Depression,1,2010-05-17,25
163091,ella,Emergency Contraception,8,2016-10-22,18
29187,Topiramate,Seizure Prevention,8,2016-11-23,9
68679,Medroxyprogesterone,Abnormal Uterine Bleeding,1,2017-04-10,4
155312,Metronidazole,"Crohn's Disease, Acute",10,2015-10-11,2
191475,Lisdexamfetamine,ADHD,1,2015-12-02,6
226074,Remicade,Rheumatoid Arthritis,9,2017-02-18,15
165442,Levonorgestrel,Birth Control,4,2017-06-05,5
211620,Lamotrigine,Bipolar Disorde,1,2017-10-12,0
71593,Tramadol,Pain,6,2017-07-17,8
173585,CellCept,Ulcerative Colitis,10,2009-08-04,31
48703,Ethinyl estradiol / levonorgestrel,Birth Control,7,2017-04-11,0
41410,Acetaminophen / oxycodone,Pain,10,2009-01-18,12
54373,Bupropion / naltrexone,Obesity,1,2017-11-03,2
104971,Ethinyl estradiol / levonorgestrel,Birth Control,9,2009-08-14,26
231225,Hydromet,Cough,6,2011-01-26,26
202423,Lithium,Bipolar Disorde,6,2013-06-17,64
50765,Gabapentin,ibromyalgia,4,2008-11-19,51
1433,Sumatriptan,Migraine,9,2008-06-25,9
143296,Etonogestrel,Birth Control,5,2017-04-01,6
183365,Cymbalta,ibromyalgia,5,2012-02-24,5
111295,Ledipasvir / sofosbuvir,Hepatitis C,8,2016-07-08,26
144581,Etonogestrel,Birth Control,1,2016-03-16,10
2397,Metformin,min),7,2009-12-29,104
132271,Ativan,Anxiety,10,2014-11-10,123
109207,Nexplanon,Birth Control,1,2017-03-02,7
107164,Implanon,Birth Control,10,2012-06-22,1
157454,Guaifenesin,ibromyalgia,9,2012-08-13,109
49595,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,9,2015-10-14,0
110944,Acetaminophen / butalbital / caffeine / codeine,Headache,8,2012-02-03,39
224081,Alfuzosin,Benign Prostatic Hyperplasia,5,2016-02-19,12
182862,Cymbalta,Depression,1,2016-06-08,13
73271,Ethinyl estradiol / norethindrone,Birth Control,1,2014-06-30,20
51919,Ustekinumab,Psoriasis,10,2010-10-03,36
222251,Nicorette,Smoking Cessation,10,2017-11-02,1
185502,Saxenda,Weight Loss,2,2017-05-06,8
123863,Skyla,Birth Control,6,2016-11-11,2
177153,Duloxetine,Anxiety,9,2017-10-06,10
60517,Ranexa,Angina,8,2016-01-14,17
168157,Jolessa,Endometriosis,10,2012-12-21,19
213451,Cobicistat / elvitegravir / emtricitabine / tenofovir,HIV Infection,10,2013-11-06,25
56672,Elavil,Pain,10,2010-05-21,308
37809,Reclipsen,Birth Control,1,2017-06-28,2
164560,Diclofenac,Period Pain,9,2011-10-08,10
51435,Cyclogyl,Uveitis,4,2009-12-21,15
41132,Acetaminophen / oxycodone,Pain,8,2011-08-06,14
68440,Doral,Insomnia,10,2011-02-15,39
148648,Mirena,Abnormal Uterine Bleeding,3,2016-11-08,2
79205,Plan B One-Step,Emergency Contraception,10,2016-06-30,6
80688,Tussionex Pennkinetic,Cold Symptoms,10,2010-12-20,5
222468,Kyleena,Birth Control,2,2017-08-16,2
190059,Stadol,Pain,10,2015-06-23,35
77058,Lorcaserin,Weight Loss,10,2014-11-02,218
51782,Aczone,Acne,10,2009-02-18,80
32883,Seasonique,Birth Control,1,2017-05-16,7
124797,Tri-Previfem,Birth Control,1,2016-05-26,10
154793,Metronidazole,"Crohn's Disease, Acute",8,2017-08-30,1
69950,Efavirenz / emtricitabine / tenofovir,HIV Infection,8,2012-05-05,9
1131,Sumatriptan,Migraine,10,2017-07-29,3
217382,Clarithromycin,Pneumonia,5,2016-03-12,12
231661,Trazodone,Insomnia,10,2015-09-19,90
57024,Ranitidine,GERD,8,2009-02-23,65
166625,Levonorgestrel,Birth Control,7,2016-09-01,1
184878,Cleocin,Bacterial Infection,10,2008-12-18,87
147604,Aviane,Birth Control,2,2009-12-15,4
20397,Metformin / sitagliptin,min / sitagliptin),1,2012-10-11,36
219886,Amitriptyline,Migraine Prevention,9,2016-10-13,8
187419,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,4,2017-12-10,0
203939,Suvorexant,Insomnia,8,2016-01-17,17
69102,Medroxyprogesterone,Birth Control,7,2016-01-22,4
195836,Levomilnacipran,Major Depressive Disorde,9,2017-02-08,25
13560,Amphetamine / dextroamphetamine,ADHD,10,2012-03-14,58
112732,Exforge,High Blood Pressure,8,2009-12-28,32
197909,Metoprolol,High Blood Pressure,6,2016-07-20,28
137868,Enbrel,Psoriatic Arthritis,9,2009-12-15,13
85177,Ethinyl estradiol / norgestimate,Birth Control,1,2015-09-09,10
196508,Eszopiclone,Insomnia,3,2010-07-23,0
197426,Paroxetine,Anxiety and Stress,9,2011-01-23,3
120527,Dapagliflozin,"Diabetes, Type 2",10,2015-08-10,22
89026,Singulair,Allergic Rhinitis,4,2013-06-29,46
88055,Clindamycin,Bacterial Infection,7,2015-06-02,40
220690,Loestrin 24 Fe,Birth Control,1,2010-11-12,4
124296,Skyla,Birth Control,8,2016-03-01,1
41119,Acetaminophen / oxycodone,Pain,9,2011-10-31,27
181849,Jentadueto,"Diabetes, Type 2",9,2012-04-19,3
50510,Gabapentin,Diabetic Peripheral Neuropathy,8,2012-02-28,24
55697,Effexor,Depression,9,2016-04-19,37
215310,Lubiprostone,"Constipation, Chronic",9,2013-04-03,60
134525,Lidoderm,Pain,10,2012-11-28,58
39261,Contrave,Weight Loss,1,2017-03-20,11
173127,Clonazepam,Anxiety,8,2011-12-27,10
56430,Humira,Rheumatoid Arthritis,9,2014-02-08,117
231806,Trazodone,Insomnia,5,2013-12-08,43
107365,Implanon,Birth Control,10,2011-11-02,0
